METADATA

SEPARATOR COMMA
FIELD_LABELS,Class,Order,Family,Subfamily,Genus,Species,Virus name(s)
NC_049371,Caudoviricetes,,Schitoviridae,Rhodovirinae,Sanyabayvirus,Sanyabayvirus DS1410Ws06,Dinoroseobacter phage DS-1410Ws-06
NC_028908,Caudoviricetes,,Schitoviridae,Rothmandenesvirinae,Dongdastvirus,Dongdastvirus Axp3,Achromobacter phage phiAxp-3
NC_054967,Caudoviricetes,,Schitoviridae,Rothmandenesvirinae,Dongdastvirus,Dongdastvirus Axy04,Achromobacter phage vB_AxyP_19-32_Axy04
NC_054968,Caudoviricetes,,Schitoviridae,Rothmandenesvirinae,Dongdastvirus,Dongdastvirus Axy12,Achromobacter phage vB_AxyP_19-32_Axy12
NC_054969,Caudoviricetes,,Schitoviridae,Rothmandenesvirinae,Dongdastvirus,Dongdastvirus Axy24,Achromobacter phage vB_AxyP_19-32_Axy24
NC_054970,Caudoviricetes,,Schitoviridae,Rothmandenesvirinae,Inbricusvirus,Inbricusvirus inbricus,Pseudomonas phage inbricus
NC_023556,Caudoviricetes,,Schitoviridae,Rothmandenesvirinae,Jwalphavirus,Jwalphavirus jwalpha,Achromobacter phage JWAlpha
NC_054971,Caudoviricetes,,Schitoviridae,Rothmandenesvirinae,Pourcelvirus,Pourcelvirus Axy10,Achromobacter phage vB_AxyP_19-32_Axy10
NC_054972,Caudoviricetes,,Schitoviridae,Rothmandenesvirinae,Pourcelvirus,Pourcelvirus Axy11,Achromobacter phage vB_AxyP_19-32_Axy11
NC_048659,Caudoviricetes,,Schitoviridae,,Cbunavirus,Cbunavirus A41,Pectobacterium phage phiA41
NC_048653,Caudoviricetes,,Schitoviridae,,Cbunavirus,Cbunavirus CB1,Pectobacterium phage vB_PatP_CB1
NC_048654,Caudoviricetes,,Schitoviridae,,Cbunavirus,Cbunavirus CB4,Pectobacterium phage vB_PatP_CB4
NC_048704,Caudoviricetes,,Schitoviridae,,Cbunavirus,Cbunavirus nepra,Pectobacterium phage Nepra
NC_027348,Caudoviricetes,,Schitoviridae,,Dendoorenvirus,Dendoorenvirus RG2014,Delftia phage RG-2014
NC_019485,Caudoviricetes,,Schitoviridae,,Eceepunavirus,Eceepunavirus EcP1,Enterobacter phage EcP1
NC_055919,Caudoviricetes,,Schitoviridae,,Efbeekayvirus,Efbeekayvirus P184,Klebsiella phage vB_KpnP_P184
NC_055784,Caudoviricetes,,Schitoviridae,,Electravirus,Electravirus Sbp1,Vibrio virus vB_VspP_SBP1
NC_055823,Caudoviricetes,,Schitoviridae,,Exceevirus,Exceevirus Xc38,Acinetobacter phage VB_ApiP_XC38
NC_049469,Caudoviricetes,,Schitoviridae,,Huelvavirus,Huelvavirus ort11,Sinorhizobium phage ort11
NC_048697,Caudoviricetes,,Schitoviridae,,Littlefixvirus,Littlefixvirus littlefix,Pseudomonas phage Littlefix
NC_048124,Caudoviricetes,,Schitoviridae,,Mukerjeevirus,Mukerjeevirus mv48B1,Vibrio phage 1.224.A._10N.261.48.B1
NC_048122,Caudoviricetes,,Schitoviridae,,Mukerjeevirus,Mukerjeevirus mv51A6,Vibrio phage 1.188.A._10N.286.51.A6
NC_048125,Caudoviricetes,,Schitoviridae,,Mukerjeevirus,Mukerjeevirus mv51A7,Vibrio phage 1.261.O._10N.286.51.A7
NC_048121,Caudoviricetes,,Schitoviridae,,Mukerjeevirus,Mukerjeevirus mv52B1,Vibrio phage 1.169.O._10N.261.52.B1
NC_055840,Caudoviricetes,,Schitoviridae,,Oliverunavirus,Oliverunavirus OLIVR1,Agrobacterium phage OLIVR1
NC_028799,Caudoviricetes,,Schitoviridae,,Pacinivirus,Pacinivirus phi1,Vibrio phage phi 1
NC_049350,Caudoviricetes,,Schitoviridae,,Pacinivirus,Pacinivirus VCO139,Vibrio phage VCO139
NC_055735,Caudoviricetes,,Schitoviridae,,Pariacacavirus,Pariacacavirus 1238A,Vibrio phage 1.238.A._10N.261.52.F10
NC_055736,Caudoviricetes,,Schitoviridae,,Pariacacavirus,Pariacacavirus 1245O,Vibrio phage 1.245.O._10N.261.54.C7
NC_055824,Caudoviricetes,,Schitoviridae,,Penintadodekavirus,Penintadodekavirus 5012,Vibrio phage phi50-12
NC_070868,Caudoviricetes,,Schitoviridae,,Pokkenvirus,Pokkenvirus piffle,Stenotrophomonas phage Piffle
NC_049463,Caudoviricetes,,Schitoviridae,,Pokkenvirus,Pokkenvirus pokken,Stenotrophomonas phage Pokken
NC_023581,Caudoviricetes,,Schitoviridae,,Presleyvirus,Presleyvirus presley,Acinetobacter phage Presley
NC_048703,Caudoviricetes,,Schitoviridae,,Riverridervirus,Riverridervirus riverrider,Xanthomonas phage RiverRider
NC_048003,Caudoviricetes,,Schitoviridae,,Shizishanvirus,Shizishanvirus phCDa,Pseudomonas phage phCDa
NC_055921,Caudoviricetes,,Schitoviridae,,Triduovirus,Triduovirus Tr2,Salmonella phage vB_SalP_TR2
NC_055717,Caudoviricetes,,Schitoviridae,,Vicoquintavirus,Vicoquintavirus Pvco5,Vibrio phage pVco-5
NC_019514,Caudoviricetes,,Schitoviridae,,Waedenswilvirus,Waedenswilvirus S6,Erwinia phage vB_EamP-S6
NC_048638,Caudoviricetes,,Schitoviridae,,Zicotriavirus,Zicotriavirus ZC03,Pseudomonas phage ZC03
NC_048639,Caudoviricetes,,Schitoviridae,,Zicotriavirus,Zicotriavirus ZC08,Pseudomonas phage ZC08
NC_049456,Caudoviricetes,,Schitoviridae,,Zurivirus,Zurivirus zuri,Pseudomonas phage Zuri
NC_048724,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Karimacvirus,Streptomyces virus Karimac,Streptomyces phage Karimac
NC_048723,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Karimacvirus,Streptomyces virus LukeCage,Streptomyces phage LukeCage
NC_048721,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Karimacvirus,Streptomyces virus StarPlatinum,Streptomyces phage StarPlatinum
NC_048722,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Karimacvirus,Streptomyces virus Wollford,Streptomyces phage Wollford
NC_048730,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Karimacvirus,Streptomyces virus Yaboi,Streptomyces phage Yaboi
NC_055842,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Samistivirus,Samistivirus bmoc,Streptomyces phage Bmoc
NC_055813,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Samistivirus,Samistivirus braelyn,Streptomyces phage Braelyn
NC_055822,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Samistivirus,Samistivirus daubenski,Streptomyces phage Daubenski
NC_055791,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Samistivirus,Samistivirus egole,Streptomyces phage Egole
NC_055809,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Samistivirus,Samistivirus evy,Streptomyces phage Evy
NC_029098,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Samistivirus,Samistivirus jay2jay,Streptomyces phage Jay2jay
NC_042008,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Samistivirus,Samistivirus mildred21,Streptomyces phage Mildred21
NC_042009,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Samistivirus,Samistivirus nootnoot,Streptomyces phage NootNoot
NC_042010,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Samistivirus,Samistivirus paradiddles,Streptomyces phage Paradiddles
NC_042011,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Samistivirus,Samistivirus peebs,Streptomyces phage Peebs
NC_042012,Caudoviricetes,,Stanwilliamsviridae,Boydwoodruffvirinae,Samistivirus,Samistivirus samisti12,Streptomyces phage Samisti12
NC_048719,Caudoviricetes,,Stanwilliamsviridae,Loccivirinae,Annadreamyvirus,Annadreamyvirus annadreamy,Streptomyces phage Annadreamy
NC_048720,Caudoviricetes,,Stanwilliamsviridae,Loccivirinae,Annadreamyvirus,Annadreamyvirus blueeyedbeauty,Streptomyces phage Blueeyedbeauty
NC_048728,Caudoviricetes,,Stanwilliamsviridae,Loccivirinae,Gilsonvirus,Gilsonvirus comrade,Streptomyces phage Comrade
NC_048742,Caudoviricetes,,Stanwilliamsviridae,Loccivirinae,Gilsonvirus,Gilsonvirus gilson,Streptomyces phage Gilson
NC_042105,Caudoviricetes,,Stanwilliamsviridae,Loccivirinae,Wilnyevirus,Wilnyevirus billnye,Streptomyces phage BillNye
NC_048674,Caudoviricetes,Pantevenvirales,Straboviridae,Emmerichvirinae,Ceceduovirus,Ceceduovirus assw,Aeromonas phage AS-sw
NC_048673,Caudoviricetes,Pantevenvirales,Straboviridae,Emmerichvirinae,Ceceduovirus,Ceceduovirus aszj,Aeromonas phage AS-zj
NC_019538,Caudoviricetes,Pantevenvirales,Straboviridae,Emmerichvirinae,Ceceduovirus,Ceceduovirus cc2,Aeromonas phage CC2
NC_015251,Caudoviricetes,Pantevenvirales,Straboviridae,Emmerichvirinae,Ishigurovirus,Ishigurovirus osborne,Aeromonas phage 65
NC_055782,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,Dhakavirus anyang,Escherichia phage AnYang
NC_019500,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,Dhakavirus bp7,Escherichia phage Bp7
NC_055783,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,Dhakavirus ecom005,Escherichia phage vB_EcoM_005
NC_014260,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,Dhakavirus ime08,Escherichia phage IME08
NC_055740,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,Dhakavirus ime281,Enterobacteria phage vB_EcoM_IME281
NC_055742,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,Dhakavirus ime348,Enterobacteria phage vB_EcoM_IME341
NC_012741,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,Dhakavirus JS10,Escherichia phage JS10
NC_010105,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,Dhakavirus JS98,Escherichia phage JS98
NC_031934,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,Dhakavirus mx01,Escherichia phage MX01
NC_028847,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,Dhakavirus ql01,Escherichia phage QL01
NC_028881,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,Dhakavirus vr5,Escherichia phage vb_EcoM-VR5
NC_031928,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Dhakavirus,Dhakavirus wg01,Escherichia phage WG01
NC_014595,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Gaprivervirus,Gaprivervirus sp18,Shigella phage SP18
NC_014792,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Gaprivervirus,Gaprivervirus vr7,Escherichia phage vB_EcoM_VR7
NC_028894,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Gaprivervirus,Gaprivervirus vr20,Escherichia phage vB_EcoM_VR20
NC_028925,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Gaprivervirus,Gaprivervirus vr25,Escherichia phage vB_EcoM_VR25
NC_028957,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Gaprivervirus,Gaprivervirus vr26,Escherichia phage vB_EcoM_VR26
NC_031065,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Gelderlandvirus,Gelderlandvirus cgg41,Salmonella phage vB_SnwM_CGG4-1
NC_042044,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Gelderlandvirus,Gelderlandvirus melville,Salmonella phage Melville
NC_020416,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Gelderlandvirus,Gelderlandvirus s16,Salmonella phage vB_SenM-S16
NC_027344,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Gelderlandvirus,Gelderlandvirus stml198,Salmonella phage STML-198
NC_026607,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Gelderlandvirus,Gelderlandvirus stp4a,Salmonella phage STP4-a
NC_028686,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Jiaodavirus,Jiaodavirus jd18,Klebsiella phage JD18
NC_055768,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Jiaodavirus,Jiaodavirus kp179,Klebsiella phage KP179
NC_055715,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Jiaodavirus,Jiaodavirus kppv15,Klebsiella phage KPV15
NC_031087,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Jiaodavirus,Jiaodavirus kpv477,Klebsiella phage vB_KpnM_KpV477
NC_055748,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Jiaodavirus,Jiaodavirus mineola,Klebsiella phage Mineola
NC_031095,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Jiaodavirus,Jiaodavirus pko111,Klebsiella phage PKO111
NC_055721,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Kagamiyamavirus,Kagamiyamavirus ecs1,Escherichia phage EcS1
NC_048849,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Kanagawavirus,Kanagawavirus cipnine,Enterobacter phage vB_EclM_CIP9
NC_028683,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Kanagawavirus,Kanagawavirus pei20,Edwardsiella phage PEi20
NC_014662,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Karamvirus,Karamvirus cc31,Enterobacter phage CC31
NC_055739,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Karamvirus,Karamvirus mypsh1140,Enterobacter phage myPSH1140
NC_055726,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Karamvirus,Karamvirus petcm34,Cronobacter phage Pet-CM3-4
NC_023561,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Karamvirus,Karamvirus pg7,Enterobacter phage PG7
NC_042067,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Moonvirus,Moonvirus cf1,Citrobacter phage CF1 ERZ-2017
NC_028857,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Moonvirus,Moonvirus merlin,Citrobacter phage Merlin
NC_027331,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Moonvirus,Moonvirus moon,Citrobacter phage Moon
NC_041863,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus 0157tp3,Escherichia coli O157 typing phage 3
NC_055734,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus 25307,Shigella phage phi25-307
NC_055708,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus atk47,Enterobacteria phage ATK47
NC_055718,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus c120,Escherichia phage phiC120
NC_018855,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus HX01,Escherichia phage HX01
NC_024124,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus JS09,Escherichia phage vB_EcoM_JS09
NC_029091,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus mar005p1,Escherichia phage APCEc01
NC_055781,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus p000v,Escherichia phage p000v
NC_024794,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus phapec2,Escherichia phage vB_EcoM_PhAPEC2
NC_004928,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus RB69,Escherichia phage RB69
NC_055749,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus sf,Escherichia phage SF
NC_031090,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus shsm521,Shigella phage SHSML-52-1
NC_025437,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosigvirus,Mosigvirus utam,Shigella phage Shf125875
NC_028940,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Mosugukvirus,Mosugukvirus pm2,Pectobacterium bacteriophage PM2
NC_055743,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Roskildevirus,Roskildevirus cronus,Erwinia phage Cronus
NC_055716,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tegunavirus,Tegunavirus fheyen901,Yersinia phage fHe-Yen9-01
NC_019909,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tegunavirus,Tegunavirus r1rt,Yersinia phage phiR1-RT
NC_028820,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tegunavirus,Tegunavirus yenmtg1,Yersinia phage vB_YenM_TG1
NC_041919,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Escherichia virus CF2,Escherichia phage CF2
NC_054902,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus aplgate,Enterobacteria phage Aplg8
NC_027983,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ar1,Escherichia phage AR1
NC_019399,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus c40,Escherichia phage vB_EcoM_ACG-C40
NC_054939,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus cm8,Shigella phage CM8
NC_054899,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus cromcrrp10,Citrobacter phage vB_CroM_CrRp10
NC_027353,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus deeone,Yersinia phage phiD1
NC_024125,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus e112,Escherichia phage vB_EcoM_112
NC_054911,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ec04,Escherichia phage ECO4
NC_054909,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ec121,Escherichia phage EC121
NC_025449,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ecml134,Escherichia phage ECML-134
NC_054910,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ecnp1,Escherichia phage EcNP1
NC_054914,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ecombl75,Escherichia phage vB_EcoM-fFiEco06
NC_054908,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ecomdalca,Escherichia phage vB_EcoM_DalCa
NC_054916,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ecomg28,Escherichia phage vB_EcoM-G28
NC_055741,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ecomim339,Enterobacteria phage vB_EcoM_IME339
NC_054904,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ecomime340,Enterobacteria phage vB_EcoM_IME340
NC_054925,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ecomnbg2,Escherichia phage vB_EcoM_NBG2
NC_031103,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ecomufv133,Escherichia phage vB_EcoM-UFV13
NC_054912,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus effone,Escherichia phage vB_EcoM_F1
NC_054913,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus efftwo,Escherichia phage F2
NC_054943,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus fps2,Yersinia phage fPS-2
NC_055724,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus fps65,Yersinia phage fPS-65
NC_055723,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus fps90,Yersinia phage fPS-90
NC_054917,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus gee50,Escherichia phage vB_EcoM_G50
NC_054918,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus gee4498,Escherichia phage vB_EcoM_G4498
NC_054919,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus gee4507,Escherichia phage vB_EcoM_G4507
NC_054920,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus gee9062,Escherichia phage vB_EcoM_G9062
NC_054915,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus geeight,Escherichia phage vB_EcoM_G8
NC_054903,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus gizh,Enterobacteria phage GiZh
NC_027349,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus hy01,Escherichia phage HY01
NC_031047,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus hy03,Escherichia phage HY03
NC_019503,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ime09,Escherichia phage ime09
NC_054921,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ime537,Escherichia phage vB_EcoM_IME537
NC_054940,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus jaykay,Shigella phage JK45
NC_054922,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus kaw,Escherichia phage vB_EcoM_KAW1E185
NC_054905,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus kha5h,Enterobacteria phage Kha5h
NC_054923,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus kit03,Escherichia phage KIT03
NC_055713,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus knp5,Shigella phage KNP5
NC_054924,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus lutter,Escherichia phage vB_EcoM_Lutter
NC_055780,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus mlf4,Escherichia phage MLF4
NC_055831,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus nbeco,Phage NBEco003
NC_054926,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus oe5505,Escherichia phage vB_EcoM_OE5505
NC_054927,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus ozark,Escherichia phage vB_EcoM_Ozark
NC_054928,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus pd112,Escherichia phage vB_vPM_PD112
NC_054929,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus pe37,Escherichia phage PE37
NC_054930,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus pp01,Escherichia phage PP01
NC_025829,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus pss1,Shigella phage pSs-1
NC_027404,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus pst,Yersinia phage PST
NC_054944,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus pyps2t,Yersinia phage PYPS2T
NC_025419,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus RB3,Escherichia phage RB3
NC_012638,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus RB14,Escherichia phage RB14
NC_054906,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus RB18,Enterobacteria phage RB18
NC_025448,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus RB27,Enterobacteria phage RB27
NC_008515,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus RB32,Escherichia phage RB32
NC_012635,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,Tequatrovirus RB51,Enterobacteria phage RB51
