LABELS
SEPARATOR COMMA

DATA
NC_021317,NC_021317_Jerseyvirus L13
NC_005178,NC_005178_Casadabanvirus D3112
NC_008717,NC_008717_Casadabanvirus DMS3
NC_041851,NC_041851_Casadabanvirus FHA0480
NC_020202,NC_020202_Casadabanvirus JBD5
NC_020203,NC_020203_Casadabanvirus JBD24
NC_020198,NC_020198_Casadabanvirus JBD30
NC_030908,NC_030908_Casadabanvirus JBD69
NC_024330,NC_024330_Casadabanvirus JD024
NC_027298,NC_027298_Casadabanvirus LPB1
NC_009818,NC_009818_Casadabanvirus MP22
NC_011613,NC_011613_Casadabanvirus MP29
NC_011611,NC_011611_Casadabanvirus MP38
NC_018274,NC_018274_Casadabanvirus MP42
NC_024782,NC_024782_Casadabanvirus MP48
NC_023700,NC_023700_Casadabanvirus PA1KOR
NC_020842,NC_020842_Cbastvirus ST
NC_029024,NC_029024_Cecivirus cv250
NC_011167,NC_011167_Cecivirus IEBH
NC_054636,NC_054636_Cedarrivervirus Sf11
NC_054999,NC_054999_Ceduovirus bIBB14
NC_055000,NC_055000_Ceduovirus bIBBA3
NC_055001,NC_055001_Ceduovirus bIBBAm4
NC_055002,NC_055002_Ceduovirus bIBBE1
NC_055003,NC_055003_Ceduovirus bIBBL12
NC_055004,NC_055004_Ceduovirus bIBBp64
NC_001629,NC_001629_Ceduovirus bIL67
NC_055005,NC_055005_Ceduovirus blBB94p4
NC_001706,NC_001706_Ceduovirus c2
NC_055006,NC_055006_Ceduovirus CHPC116
NC_055007,NC_055007_Ceduovirus CHPC122
NC_055008,NC_055008_Ceduovirus CHPC966
NC_055009,NC_055009_Ceduovirus CHPC967
NC_055010,NC_055010_Ceduovirus CHPC972
NC_055011,NC_055011_Ceduovirus CHPC1020
NC_055012,NC_055012_Ceduovirus CHPC1170
NC_055013,NC_055013_Ceduovirus CHPC1182
NC_055014,NC_055014_Ceduovirus CHPC1183
NC_055015,NC_055015_Ceduovirus CHPC1242
NC_054990,NC_054990_Ceduovirus cv05802
NC_054991,NC_054991_Ceduovirus cv20R03M
NC_054992,NC_054992_Ceduovirus cv37203
NC_054993,NC_054993_Ceduovirus cv50102
NC_054994,NC_054994_Ceduovirus cv50504
NC_054995,NC_054995_Ceduovirus cv5171F
NC_054996,NC_054996_Ceduovirus cv62402
NC_054997,NC_054997_Ceduovirus cv62403
NC_054998,NC_054998_Ceduovirus cv62606
NC_031071,NC_031071_Ceduovirus D4410
NC_031009,NC_031009_Ceduovirus D4412
NC_055016,NC_055016_Ceduovirus LacS15
NC_031075,NC_031075_Ceduovirus M5938
NC_055017,NC_055017_Ceduovirus PCB1
NC_055018,NC_055018_Ceduovirus PCS1
NC_019449,NC_019449_Cequinquevirus c5
NC_025421,NC_025421_Cequinquevirus Ld3
NC_025420,NC_025420_Cequinquevirus Ld17
NC_025415,NC_025415_Cequinquevirus Ld25A
NC_022762,NC_022762_Cequinquevirus Ldb
NC_022989,NC_022989_Cequinquevirus LLKu
NC_041881,NC_041881_Chakrabartyvirus pf16
NC_004683,NC_004683_Chenonavirus Che9c
NC_026589,NC_026589_Chenonavirus sbash
NC_029118,NC_029118_Chertseyvirus GE1
NC_009817,NC_009817_Chopinvirus KSY1
NC_054956,NC_054956_Cimandefvirus cimandef
NC_054957,NC_054957_Cimandefvirus eline
NC_054958,NC_054958_Cimandefvirus gamede
NC_054959,NC_054959_Cimandefvirus Ggerry
NC_054960,NC_054960_Cimandefvirus heva
NC_013698,NC_013698_Cimpunavirus CMP1
NC_023549,NC_023549_Cinunavirus CN1A
NC_055867,NC_055867_Clownvirus clown
NC_054146,NC_054146_Coatlandelriovirus RSP
NC_019916,NC_019916_Coetzeevirus ATCC8014
NC_016161,NC_016161_Coetzeevirus cIP1
NC_006936,NC_006936_Coetzeevirus JL1
NC_011398,NC_011398_Colneyvirus CD27
NC_028764,NC_028764_Colneyvirus CD505
NC_048642,NC_048642_Colneyvirus CDKM9
NC_048643,NC_048643_Colneyvirus CDKM15
NC_019421,NC_019421_Colneyvirus MMP02
NC_028888,NC_028888_Colunavirus CL1
NC_028835,NC_028835_Colunavirus CL2
NC_028911,NC_028911_Colunavirus iLp1308
NC_048099,NC_048099_Coralvirus coral
NC_048100,NC_048100_Coralvirus kepler
NC_022057,NC_022057_Corndogvirus catdawg
NC_004685,NC_004685_Corndogvirus corndog
NC_023712,NC_023712_Corndogvirus firecracker
NC_055759,NC_055759_Corndogvirus ryadel
NC_055020,NC_055020_Coventryvirus SN8
NC_055021,NC_055021_Coventryvirus SP120
NC_055022,NC_055022_Coventryvirus SP197
NC_055023,NC_055023_Coventryvirus SP276
NC_055019,NC_055019_Coventryvirus SP441
NC_055024,NC_055024_Coventryvirus SpT152
NC_055025,NC_055025_Coventryvirus WIS42
NC_042049,NC_042049_Cronusvirus cronus
NC_048696,NC_048696_Cukevirus cuke
NC_048021,NC_048021_Daredevilvirus daredevil
NC_028692,NC_028692_Decurrovirus decurro
NC_042082,NC_042082_Delepquintavirus DLP5
NC_002515,NC_002515_Delislevirus P1
NC_030944,NC_030944_Demosthenesvirus demosthenes
NC_041950,NC_041950_Demosthenesvirus katyusha
NC_054651,NC_054651_Deseoctovirus C1
NC_054650,NC_054650_Deseoctovirus DS8
NC_002484,NC_002484_Detrevirus D3
NC_016765,NC_016765_Detrevirus PMG1
NC_048667,NC_048667_Deurplevirus deeppurple
NC_053210,NC_053210_Dexdertvirus dexdert
NC_028665,NC_028665_Dexdertvirus GTE6
NC_053211,NC_053211_Dexdertvirus tiamoceli
NC_024783,NC_024783_Dhillonvirus EK99P1
NC_016566,NC_016566_Dhillonvirus EP23
NC_019724,NC_019724_Dhillonvirus HK578
NC_019419,NC_019419_Dhillonvirus JL1
NC_013600,NC_013600_Dhillonvirus SO1
NC_012223,NC_012223_Dhillonvirus SSL2009a
NC_027383,NC_027383_Dhillonvirus YD2008s
NC_048766,NC_048766_Dibbivirus AAM37
NC_017981,NC_017981_Dibbivirus DIBBI
NC_048767,NC_048767_Dibbivirus PSKM
NC_055026,NC_055026_Dinavirus dina
NC_042099,NC_042099_Dismasvirus dismas
NC_023719,NC_023719_Donellivirus gee
NC_041891,NC_041891_Doucettevirus B22
NC_041893,NC_041893_Doucettevirus doucette
NC_041894,NC_041894_Doucettevirus E6
NC_041895,NC_041895_Doucettevirus G4
NC_009643,NC_009643_Dybvigvirus Av1
NC_023564,NC_023564_Eagleeyevirus eagleeye
NC_048017,NC_048017_Edenvirus eden
NC_042127,NC_042127_Efquatrovirus AL2
NC_042126,NC_042126_Efquatrovirus AL3
NC_042134,NC_042134_Efquatrovirus AUEF3
NC_031260,NC_031260_Efquatrovirus EcZZ2
NC_023595,NC_023595_Efquatrovirus EF3
NC_023551,NC_023551_Efquatrovirus EF4
NC_025465,NC_025465_Efquatrovirus EfaCPT1
NC_028990,NC_028990_Efquatrovirus IME196
NC_042125,NC_042125_Efquatrovirus LY0322
NC_042101,NC_042101_Efquatrovirus PMBT2
NC_031051,NC_031051_Efquatrovirus SANTOR1
NC_042021,NC_042021_Efquatrovirus SHEF2
NC_042022,NC_042022_Efquatrovirus SHEF4
NC_042023,NC_042023_Efquatrovirus SHEF5
NC_042029,NC_042029_Eiauvirus eiAU
NC_012742,NC_012742_Eisenstarkvirus L7
NC_055852,NC_055852_Elemovirus elemoA
NC_055855,NC_055855_Elemovirus elemoD
NC_055854,NC_055854_Elemovirus elemoE
NC_055853,NC_055853_Elemovirus elemoF
NC_042109,NC_042109_Elerivirus eleri
NC_048735,NC_048735_Elmenteitavirus ev125
NC_030941,NC_030941_Emalynvirus cozz
NC_031234,NC_031234_Emalynvirus emalyn
NC_015720,NC_015720_Emalynvirus GTE2
NC_042102,NC_042102_Emalynvirus troje
NC_041929,NC_041929_Emdodecavirus M7
NC_027204,NC_027204_Emdodecavirus M12
NC_028945,NC_028945_Emdodecavirus N3
NC_041917,NC_041917_Eneladusvirus BF
NC_042116,NC_042116_Eneladusvirus Yen904
NC_027118,NC_027118_Enhodamvirus VC8
NC_005879,NC_005879_Enhodamvirus VP2
NC_005891,NC_005891_Enhodamvirus VP5
NC_047910,NC_047910_Eponavirus epona
NC_020845,NC_020845_Eurybiavirus MED4213
NC_015280,NC_015280_Eurybiavirus PHM1
NC_015284,NC_015284_Eurybiavirus PHM2
NC_031122,NC_031122_Eyrevirus eyre
NC_048185,NC_048185_Fairfaxidumvirus fairfaxidum
NC_053173,NC_053173_Fairfaxidumvirus toast
NC_053174,NC_053174_Fairfaxidumvirus william
NC_023859,NC_023859_Farahnazvirus ISF9
NC_005893,NC_005893_Fattrevirus AT3
NC_048197,NC_048197_Feofaniavirus Eho49
NC_048198,NC_048198_Feofaniavirus Eho59
NC_048688,NC_048688_Fernvirus BN12
NC_028788,NC_028788_Fernvirus diva
NC_048717,NC_048717_Fernvirus eltigre
NC_028851,NC_028851_Fernvirus fern
NC_028758,NC_028758_Fernvirus Hb10c2
NC_048718,NC_048718_Fernvirus jacopo
NC_048715,NC_048715_Fernvirus kawika
NC_048692,NC_048692_Fernvirus leyra
NC_048693,NC_048693_Fernvirus likha
NC_048716,NC_048716_Fernvirus lucielle
NC_021865,NC_021865_Fernvirus P123
NC_048690,NC_048690_Fernvirus pagassa
NC_048689,NC_048689_Fernvirus PBL1c
NC_029084,NC_029084_Fernvirus rani
NC_041909,NC_041909_Fernvirus shelly
NC_028854,NC_028854_Fernvirus sitara
NC_048691,NC_048691_Fernvirus tadhana
NC_048714,NC_048714_Fernvirus yyerffej
NC_007051,NC_007051_Fibralongavirus fv2638A
NC_048192,NC_048192_Fibralongavirus QT1
NC_027125,NC_027125_Ficleduovirus FCL2
NC_041845,NC_041845_Ficleduovirus FCV1
NC_054724,NC_054724_Finchvirus finch
NC_031914,NC_031914_Fipvunavirus Fpv1
NC_041872,NC_041872_Fipvunavirus Fpv4
NC_054961,NC_054961_Firingavirus firinga
NC_022915,NC_022915_Firingavirus RSK1
NC_048734,NC_048734_Fowlmouthvirus fowlmouth
NC_055839,NC_055839_Foxquatrovirus fox4
NC_055835,NC_055835_Foxunavirus fox1
NC_055836,NC_055836_Foxunavirus fox2
NC_055837,NC_055837_Foxunavirus fox3
NC_055838,NC_055838_Foxunavirus fox5
NC_018088,NC_018088_Franklinbayvirus fv9A
NC_055027,NC_055027_Fremauxvirus CHPC971
NC_010576,NC_010576_Fremauxvirus fv1706
NC_023716,NC_023716_Fromanvirus alma
NC_042337,NC_042337_Fromanvirus astro
NC_009878,NC_009878_Fromanvirus bethlehem
NC_023739,NC_023739_Fromanvirus billknuckles
NC_042327,NC_042327_Fromanvirus bpbiebs31
NC_023687,NC_023687_Fromanvirus bruns
NC_002656,NC_002656_Fromanvirus Bxb1
NC_008203,NC_008203_Fromanvirus Che12
NC_001900,NC_001900_Fromanvirus D29
NC_023704,NC_023704_Fromanvirus doom
NC_023726,NC_023726_Fromanvirus euphoria
NC_042312,NC_042312_Fromanvirus george
NC_042340,NC_042340_Fromanvirus goose
NC_011020,NC_011020_Fromanvirus jasper
NC_042320,NC_042320_Fromanvirus JC27
NC_011019,NC_011019_Fromanvirus KBG
NC_042326,NC_042326_Fromanvirus kssjeb
NC_023702,NC_023702_Fromanvirus kugel
NC_001335,NC_001335_Fromanvirus L5
NC_042321,NC_042321_Fromanvirus lesedi
NC_011021,NC_011021_Fromanvirus lockley
NC_041853,NC_041853_Fromanvirus marcell
NC_042329,NC_042329_Fromanvirus mrgordo
NC_042324,NC_042324_Fromanvirus museum
NC_041852,NC_041852_Fromanvirus nepal
NC_042314,NC_042314_Fromanvirus packman
NC_023720,NC_023720_Fromanvirus perseus
NC_042341,NC_042341_Fromanvirus rebeuca
NC_025444,NC_025444_Fromanvirus redrock
NC_023710,NC_023710_Fromanvirus ridgecb
NC_042335,NC_042335_Fromanvirus saintus
NC_023748,NC_023748_Fromanvirus skipole
NC_011267,NC_011267_Fromanvirus solon
NC_041985,NC_041985_Fromanvirus switzer
NC_017973,NC_017973_Fromanvirus SWU1
NC_023731,NC_023731_Fromanvirus trixie
NC_041982,NC_041982_Fromanvirus twister
NC_009877,NC_009877_Fromanvirus U2
NC_023695,NC_023695_Fromanvirus violet
NC_008562,NC_008562_Fukuivirus LMM01
NC_029002,NC_029002_Fukuivirus MVDC
NC_026590,NC_026590_Gaiavirus gaia
NC_042002,NC_042002_Galaxyvirus abidatro
NC_041876,NC_041876_Galaxyvirus galaxy
NC_031936,NC_031936_Galunavirus GAL1
NC_028668,NC_028668_Gamtrevirus GMA3
NC_054962,NC_054962_Gervaisevirus claudettte
NC_054963,NC_054963_Gervaisevirus gervaise
NC_054964,NC_054964_Gervaisevirus GP4
NC_028673,NC_028673_Getseptimavirus GMA7
NC_016166,NC_016166_Getseptimavirus GTE7
NC_031028,NC_031028_Ghobesvirus ghobes
NC_009993,NC_009993_Gilesvirus giles
NC_048068,NC_048068_Gillianvirus oneinagillian
NC_054779,NC_054779_Gladiatorvirus blinn1
NC_022965,NC_022965_Gladiatorvirus CloudWang3
NC_042330,NC_042330_Gladiatorvirus ericB
NC_042309,NC_042309_Gladiatorvirus gladiator
NC_042318,NC_042318_Gladiatorvirus hammer
NC_042334,NC_042334_Gladiatorvirus jeffabunny
NC_054780,NC_054780_Gladiatorvirus jewelbug
NC_054782,NC_054782_Gladiatorvirus koko
NC_054781,NC_054781_Gladiatorvirus priamo
NC_022985,NC_022985_Gladiatorvirus zaka
NC_049950,NC_049950_Glaedevirus gv2H10
NC_048176,NC_048176_Godonkavirus godonK
NC_054464,NC_054464_Gofduovirus edno5
NC_026611,NC_026611_Gofduovirus GF2
NC_048101,NC_048101_Goodmanvirus goodman
NC_041951,NC_041951_Gordonvirus captnmurica
NC_041952,NC_041952_Gordonvirus gordon
NC_029074,NC_029074_Gordtnkvirus gordtnk2
NC_041925,NC_041925_Gorganvirus isfahan
NC_031109,NC_031109_Gorjumvirus jumbo
NC_030907,NC_030907_Grutrevirus GMA5
NC_030935,NC_030935_Grutrevirus GRU3
NC_042088,NC_042088_Gustavvirus gustav
NC_042089,NC_042089_Gustavvirus mahdia
NC_055028,NC_055028_Halcyonevirus C7Cdelta
NC_055029,NC_055029_Halcyonevirus halcyone
NC_055030,NC_055030_Halcyonevirus scottie
NC_028930,NC_028930_Halcyonevirus tripp
NC_055031,NC_055031_Halcyonevirus unity
NC_010342,NC_010342_Hapunavirus HAP1
NC_009016,NC_009016_Hapunavirus VP882
NC_054149,NC_054149_Harrisonburgvirus persinger
NC_048832,NC_048832_Hattifnattvirus hattifnatt
NC_031099,NC_031099_Hedwigvirus hedwig
NC_047983,NC_047983_Heilongjiangvirus Lb
NC_021791,NC_021791_Helsingorvirus Cba121
NC_021795,NC_021795_Helsingorvirus Cba171
NC_021790,NC_021790_Helsingorvirus Cba181
NC_023006,NC_023006_Hiroshimavirus PPpW3
NC_048139,NC_048139_Hiyaavirus hiyaa
NC_023744,NC_023744_Hnatkovirus DS6A
NC_006552,NC_006552_Hollowayvirus F116
NC_042342,NC_042342_Hollowayvirus H66
NC_042348,NC_042348_Holosalinivirus M1EM1
NC_042350,NC_042350_Holosalinivirus M8CR302
NC_024375,NC_024375_Homburgvirus LP26
NC_021787,NC_021787_Homburgvirus LP37
NC_021785,NC_021785_Homburgvirus LP110
NC_024392,NC_024392_Homburgvirus LP114
NC_018831,NC_018831_Homburgvirus P70
NC_048633,NC_048633_Hubeivirus MY192
NC_048641,NC_048641_Hubeivirus PfEFR4
NC_048067,NC_048067_Hungariovirus C1302
NC_028830,NC_028830_Iaduovirus iA2
NC_042354,NC_042354_Ikedavirus phi673
NC_042355,NC_042355_Ikedavirus phi674
NC_042110,NC_042110_Ilzatvirus hamlet
NC_042111,NC_042111_Ilzatvirus ilzat
NC_049927,NC_049927_Ilzatvirus mcgalleon
NC_049928,NC_049928_Ilzatvirus monchoix
NC_049929,NC_049929_Ilzatvirus teagan
NC_055915,NC_055915_Immutovirus immuto
NC_028924,NC_028924_Incheonvirus P12002L
NC_028763,NC_028763_Incheonvirus P12002S
NC_048824,NC_048824_Indlulamithivirus indlulamithi
NC_018272,NC_018272_Inhavirus P12024L
NC_018271,NC_018271_Inhavirus P12024S
NC_011142,NC_011142_Iodovirus PLPE
NC_013697,NC_013697_Ionavirus W14
NC_047974,NC_047974_Jacevirus jace
NC_006557,NC_006557_Jarrellvirus BCAJ1
NC_042020,NC_042020_Jasminevirus adat
NC_041875,NC_041875_Jasminevirus jasmine
NC_028805,NC_028805_Jenstvirus jenst
NC_041976,NC_041976_Jimmervirus jimmer
NC_028969,NC_028969_Jimmervirus osiris
NC_049948,NC_049948_Jouyvirus ev017
NC_049949,NC_049949_Jouyvirus ev207
NC_049947,NC_049947_Jouyvirus jv1H12
NC_048070,NC_048070_Juiceboxvirus juicebox
NC_055865,NC_055865_Jujuvirus azula
NC_055912,NC_055912_Jujuvirus blino
NC_055754,NC_055754_Jujuvirus frokostdame
NC_055811,NC_055811_Jujuvirus juju
NC_055745,NC_055745_Jujuvirus petra
NC_055792,NC_055792_Jujuvirus walrus
NC_022756,NC_022756_Junavirus J1
NC_048680,NC_048680_Junavirus LJ
NC_022757,NC_022757_Junavirus PL1
NC_019420,NC_019420_Kafunavirus KF1
NC_042352,NC_042352_Kairosalinivirus M31CR412
NC_042353,NC_042353_Kairosalinivirus SRUTV1
NC_048651,NC_048651_Kamchatkavirus AP45
NC_031231,NC_031231_Kelleziovirus kellezzio
NC_031254,NC_031254_Kelleziovirus kitkat
NC_047958,NC_047958_Kelquatrovirus KL4
NC_054793,NC_054793_Kimonavirus kimona
NC_026606,NC_026606_Klausavirus ArV1
NC_042000,NC_042000_Klausavirus colucci
NC_049489,NC_049489_Klausavirus dryang
NC_049442,NC_049442_Klausavirus kburrousTX
NC_049471,NC_049471_Klausavirus lymara
NC_042053,NC_042053_Klausavirus princesstrina
NC_041908,NC_041908_Kleczkowskavirus RHEph4
NC_019933,NC_019933_Klementvirus CP1
NC_048687,NC_048687_Knuthellervirus PMBT14
NC_024123,NC_024123_Kochitakasuvirus KPP25
NC_041964,NC_041964_Kochitakasuvirus R18
NC_042117,NC_042117_Kojivirus golden
NC_042118,NC_042118_Kojivirus koji
NC_011292,NC_011292_Konstantinevirus konstantine
NC_041938,NC_041938_Korravirus bennie
NC_054418,NC_054418_Korravirus bigmack
NC_041939,NC_041939_Korravirus drrobert
NC_054419,NC_054419_Korravirus gisselle
NC_041940,NC_041940_Korravirus glenn
NC_054420,NC_054420_Korravirus greenhearts
NC_054421,NC_054421_Korravirus greenhouse
NC_041941,NC_041941_Korravirus hunterdalle
NC_054422,NC_054422_Korravirus huntingdon
NC_041942,NC_041942_Korravirus joann
NC_054423,NC_054423_Korravirus kittykat
NC_041943,NC_041943_Korravirus korra
NC_054424,NC_054424_Korravirus litotes
NC_054425,NC_054425_Korravirus mamapearl
NC_054426,NC_054426_Korravirus nubia
NC_054427,NC_054427_Korravirus oxynfrius
NC_041944,NC_041944_Korravirus preamble
NC_041945,NC_041945_Korravirus pumancara
NC_054428,NC_054428_Korravirus sergei
NC_054429,NC_054429_Korravirus urla
NC_054430,NC_054430_Korravirus wawa
NC_041946,NC_041946_Korravirus wayne
NC_041846,NC_041846_Kostyavirus bask21
NC_004681,NC_004681_Kostyavirus CJW1
NC_041850,NC_041850_Kostyavirus eureka
NC_011056,NC_011056_Kostyavirus kostya
NC_008194,NC_008194_Kostyavirus kv244
NC_011055,NC_011055_Kostyavirus porky
NC_042027,NC_042027_Kostyavirus pumpkin
NC_041987,NC_041987_Kostyavirus sirduracell
NC_028906,NC_028906_Kostyavirus toto
NC_047986,NC_047986_Krampusvirus krampus
NC_053237,NC_053237_Kroosvirus ashertheman
NC_053239,NC_053239_Kroosvirus bizzy
NC_053238,NC_053238_Kroosvirus gaea
NC_053235,NC_053235_Kroosvirus jksyngboy
NC_053234,NC_053234_Kroosvirus kroos
NC_053241,NC_053241_Kroosvirus ribeye
NC_053240,NC_053240_Kroosvirus tangerine
NC_053236,NC_053236_Kroosvirus yorkonyx
NC_017971,NC_017971_Krylovvirus tf
NC_042349,NC_042349_Kryptosalinivirus M8CC19
NC_042351,NC_042351_Kryptosalinivirus M8CRM1
NC_049473,NC_049473_Kuleanavirus kuleana
NC_049383,NC_049383_Kungbxnavirus pT24
NC_054465,NC_054465_Kunmingvirus kv2D05
NC_054466,NC_054466_Kunmingvirus kv4D05
NC_048796,NC_048796_Kylevirus kyle
NC_007501,NC_007501_Lacnuvirus LcNu
NC_041927,NC_041927_Lacusarxvirus lacusarx
NC_019486,NC_019486_Lafunavirus LF1
NC_047911,NC_047911_Lagaffevirus lagaffe
NC_048774,NC_048774_Lahexavirus LAh6
NC_048775,NC_048775_Lahexavirus LAh8
NC_048776,NC_048776_Lahexavirus LAh9
NC_048773,NC_048773_Lahexavirus lv44572
NC_042057,NC_042057_Escherichia virus DE3
NC_019711,NC_019711_Lambdavirus HK629
NC_019723,NC_019723_Lambdavirus HK630
NC_001416,NC_001416_Lambdavirus lambda
NC_049951,NC_049951_Lambdavirus lvO276
NC_048812,NC_048812_Lambovirus gibbin
NC_048814,NC_048814_Lambovirus lambo
NC_048813,NC_048813_Lambovirus ranch
NC_048815,NC_048815_Lambovirus sadboi
NC_048826,NC_048826_Lambovirus yikes
NC_048166,NC_048166_Lanavirus lana
NC_011104,NC_011104_Larmunavirus Lrm1
NC_041947,NC_041947_Laroyevirus laroye
NC_055032,NC_055032_Laroyevirus lisara
NC_055033,NC_055033_Laroyevirus salgado
NC_055034,NC_055034_Laroyevirus wheelbite
NC_054965,NC_054965_Lastavirus lasta
NC_054966,NC_054966_Lastavirus sopranogao
NC_055035,NC_055035_Latrobevirus FNU1
NC_042346,NC_042346_Lederbergvirus BTP1
NC_002730,NC_002730_Lederbergvirus HK620
NC_002371,NC_002371_Lederbergvirus P22
NC_011802,NC_011802_Lederbergvirus SE1Spa
NC_005344,NC_005344_Lederbergvirus Sf6
NC_004348,NC_004348_Lederbergvirus ST64T
NC_028905,NC_028905_Leicestervirus CD111
NC_028958,NC_028958_Leicestervirus CD146
NC_015568,NC_015568_Leicestervirus CD382
NC_048022,NC_048022_Lentavirus PMBT5
NC_053245,NC_053245_Leonardvirus ali17
NC_053243,NC_053243_Leonardvirus emoore
NC_053242,NC_053242_Leonardvirus leonard
NC_053244,NC_053244_Leonardvirus melbins
NC_005262,NC_005262_Lessievirus bcep22
NC_012743,NC_012743_Lessievirus bcepil02
NC_019917,NC_019917_Lessievirus bcepmigl
NC_018452,NC_018452_Lessievirus DC1
NC_048751,NC_048751_Lietduovirus LIET2
NC_021788,NC_021788_Lightbulbvirus Cba41
NC_021798,NC_021798_Lightbulbvirus Cba172
NC_053246,NC_053246_Lilbeanievirus lilbeanie
NC_048833,NC_048833_Lillamyvirus hemulen
NC_048835,NC_048835_Lillamyvirus lillamy
NC_048836,NC_048836_Lillamyvirus morran
NC_048839,NC_048839_Lillamyvirus sniff
NC_048840,NC_048840_Lillamyvirus snork
NC_048842,NC_048842_Lillamyvirus stinky
NC_028841,NC_028841_Lilyvirus lily
NC_020851,NC_020851_Llyrvirus SSKS1
NC_023590,NC_023590_Lokivirus IMEAB3
NC_042137,NC_042137_Lokivirus loki
NC_004664,NC_004664_Lomovskayavirus BT1
NC_001978,NC_001978_Lomovskayavirus C31
NC_048179,NC_048179_Rosemountvirus ZCSE2
NC_007917,NC_007917_Lubbockvirus CD119
NC_028996,NC_028996_Lubbockvirus CDHM19
NC_055858,NC_055858_Lucadorvirus gail
NC_055817,NC_055817_Lucadorvirus jeeves
NC_028849,NC_028849_Lucadorvirus luchador
NC_047851,NC_047851_Luckybarnesvirus luckybarnes
NC_031267,NC_031267_Luckytenvirus lucky10
NC_070957,NC_070957_Ludhianavirus D3
NC_047912,NC_047912_Lughvirus lugh
NC_019912,NC_019912_Lwoffvirus BMBtp2
NC_011645,NC_011645_Lwoffvirus TP21
NC_054638,NC_054638_Macdonaldcampvirus SB28
NC_010495,NC_010495_Macdonaldcampvirus ViIIE1
NC_041879,NC_041879_Magadivirus Mgbh1
NC_070954,NC_070954_Magiavirus magia
NC_048140,NC_048140_Majavirus maja
NC_054147,NC_054147_Manovirus Mano
NC_021063,NC_021063_Mapvirus Ff47
NC_019713,NC_019713_Mardecavirus MAR10
NC_041910,NC_041910_Mardecavirus SSP002
NC_048694,NC_048694_Marfavirus F48
NC_048798,NC_048798_Marfavirus marfa
NC_004813,NC_004813_Marienburgvirus BP4795
NC_049942,NC_049942_Marienburgvirus JLK2012
NC_031252,NC_031252_Marthavirus barretlemon
NC_041999,NC_041999_Marthavirus beans
NC_041930,NC_041930_Marthavirus brent
NC_041931,NC_041931_Marthavirus jawnski
NC_041932,NC_041932_Marthavirus martha
NC_042014,NC_042014_Marthavirus piccoletto
NC_042015,NC_042015_Marthavirus shade
NC_049468,NC_049468_Marthavirus zartrosa
NC_042032,NC_042032_Marvinvirus marvin
NC_024138,NC_024138_Marvinvirus mosmoris
NC_047902,NC_047902_Maxrubnervirus PMBT3
NC_030912,NC_030912_Mcgonagallvirus macgonagall
NC_054952,NC_054952_Menderavirus IMESM1
NC_048804,NC_048804_Menderavirus mendera
NC_048802,NC_048802_Menderavirus moby
NC_041884,NC_041884_Metrivirus ME3
NC_070950,NC_070950_Miamivirus miami
NC_054148,NC_054148_Micavirus Mica
NC_004682,NC_004682_Microwolfvirus Bxz2
NC_042310,NC_042310_Microwolfvirus JHC117
NC_042311,NC_042311_Microwolfvirus microwolf
NC_054759,NC_054759_Microwolfvirus purplehaze
NC_054760,NC_054760_Microwolfvirus soildragon
NC_042058,NC_042058_Microwolfvirus wonder
NC_054761,NC_054761_Microwolfvirus zetzy
NC_010811,NC_010811_Mieseafarmvirus RSL1
NC_028999,NC_028999_Miltoncavirus PhiPA3
NC_041878,NC_041878_Mimasvirus CBB
NC_019401,NC_019401_Mimasvirus GAP32
NC_009603,NC_009603_Minunavirus Min1
NC_015157,NC_015157_Mohonavirus ICP1
NC_048695,NC_048695_Montyvirus adgers
NC_048783,NC_048783_Montyvirus beaver
NC_047892,NC_047892_Montyvirus birksandsocks
NC_048768,NC_048768_Montyvirus chelms
NC_047921,NC_047921_Montyvirus flakey
NC_048820,NC_048820_Montyvirus jellybones
NC_048851,NC_048851_Montyvirus john316
NC_030924,NC_030924_Montyvirus monty
NC_048746,NC_048746_Montyvirus sombrero
NC_048207,NC_048207_Montyvirus stevefrench
NC_049849,NC_049849_Moturavirus motura
NC_041948,NC_041948_Mudcatvirus circum
NC_031224,NC_031224_Mudcatvirus mudcat
NC_049478,NC_049478_Mufasoctovirus mufasa8
NC_049464,NC_049464_Muldoonvirus muldoon
NC_024121,NC_024121_Muldoonvirus PS2
NC_048831,NC_048831_Muminvirus filifjonk
NC_048837,NC_048837_Muminvirus mumin
NC_048838,NC_048838_Muminvirus mymlan
NC_048841,NC_048841_Muminvirus snusmum
NC_048844,NC_048844_Muminvirus tooticki
NC_047742,NC_047742_Murrayvirus EC2
NC_048113,NC_048113_Murrayvirus lumpael
NC_047913,NC_047913_Mushuvirus mushu
NC_000929,NC_000929_Muvirus mu
NC_027382,NC_027382_Muvirus SfMu
NC_054432,NC_054432_Mycoabscvirus phiT46-1
NC_048847,NC_048847_Myoalterovirus PT11V22
NC_048759,NC_048759_Myosmarvirus MTx
NC_048800,NC_048800_Myosmarvirus myosmar
NC_054791,NC_054791_Myradeevirus MyraDee
NC_003085,NC_003085_Myxoctovirus Mx8
NC_005263,NC_005263_Naesvirus bcep1
NC_005342,NC_005342_Naesvirus bcep43
NC_004333,NC_004333_Naesvirus bcep781
NC_009604,NC_009604_Naesvirus bcepNY3
NC_041921,NC_041921_Nanhaivirus D5C
NC_026587,NC_026587_Nankokuvirus Ab03
