METADATA

SEPARATOR COMMA
FIELD_LABELS,Order,Family,Subfamily,Genus
NC_048178,Sengesevirales,Sengeseviridae,Carmevirinae,Murrayvirus
NC_047862,Sengesevirales,Sengeseviridae,Carmevirinae,Murrayvirus
NC_048112,Sengesevirales,Sengeseviridae,Carmevirinae,Skarprettervirus
NC_048067,Sengesevirales,Sengeseviridae,Carmevirinae,Hungariovirus
NC_048113,Sengesevirales,Sengeseviridae,Carmevirinae,Murrayvirus
NC_011551,Sengesevirales,Sengeseviridae,Hämarikvirinae,Sendosyvirus
NC_000935,Sengesevirales,Sengeseviridae,Hämarikvirinae,Sendosyvirus
NC_031125,Aliceevansvirales,Scutumviridae,Hydravirinae,Pleetrevirus
NC_028911,Aliceevansvirales,Scutumviridae,Hydravirinae,Colunavirus
NC_028888,Aliceevansvirales,Scutumviridae,Hydravirinae,Colunavirus
NC_028783,Aliceevansvirales,Scutumviridae,Hydravirinae,Pleetrevirus
NC_028835,Aliceevansvirales,Scutumviridae,Hydravirinae,Colunavirus
NC_006936,Aliceevansvirales,Scutumviridae,Brahevirinae,Coetzeevirus
NC_019916,Aliceevansvirales,Scutumviridae,Brahevirinae,Coetzeevirus
NC_016161,Aliceevansvirales,Scutumviridae,Brahevirinae,Coetzeevirus
NC_048660,Pantevenvirales,Ackermannviridae,Sazumvirinae,Tedavirus
NC_013697,Pantevenvirales,Ackermannviridae,Tanzanitevirinae,Ionavirus
NC_048765,Pantevenvirales,Ackermannviridae,Hyrrokkinvirinae,Campanilevirus
NC_048709,Pantevenvirales,Ackermannviridae,Hyrrokkinvirinae,Campanilevirus
NC_048827,Pantevenvirales,Ackermannviridae,Hyrrokkinvirinae,Campanilevirus
NC_041881,Pantevenvirales,Ackermannviridae,Maepingvirinae,Chakrabartyvirus
NC_062748,Assiduvirales,Aggregaviridae,Leklsullunvirinae,Harrekavirus
NC_071072,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_6
NC_071062,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_7
NC_023503,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_3
NC_071086,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_3
NC_071064,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_2
NC_071061,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_2
NC_020197,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_2
NC_071084,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_071080,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_071076,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_071078,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_071077,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_071082,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_071074,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_071071,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_071081,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_071065,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_2
NC_071083,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_013598,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_071068,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_071063,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_5
NC_071066,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_2
NC_071067,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_2
NC_071070,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_2
NC_071069,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_2
NC_071079,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_2
NC_071073,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_2
NC_071085,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_071075,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_2
NC_002214,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_4
NC_004303,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_022776,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_007019,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_010353,Aliceevansvirales,Aliceevansviridae,Rheavirinae,Brussowvirus_1
NC_012753,Aliceevansvirales,Aliceevansviridae,Phoebevirinae,Vansinderenvirus_3
NC_071056,Aliceevansvirales,Aliceevansviridae,Phoebevirinae,Vansinderenvirus_1
NC_071054,Aliceevansvirales,Aliceevansviridae,Phoebevirinae,Vansinderenvirus_1
NC_071057,Aliceevansvirales,Aliceevansviridae,Phoebevirinae,Vansinderenvirus_1
NC_071052,Aliceevansvirales,Aliceevansviridae,Phoebevirinae,Vansinderenvirus_1
NC_071055,Aliceevansvirales,Aliceevansviridae,Phoebevirinae,Vansinderenvirus_1
NC_071051,Aliceevansvirales,Aliceevansviridae,Phoebevirinae,Vansinderenvirus_1
NC_071059,Aliceevansvirales,Aliceevansviridae,Phoebevirinae,Vansinderenvirus_1
NC_071058,Aliceevansvirales,Aliceevansviridae,Phoebevirinae,Vansinderenvirus_2
NC_071060,Aliceevansvirales,Aliceevansviridae,Phoebevirinae,Vansinderenvirus_2
NC_071053,Aliceevansvirales,Aliceevansviridae,Phoebevirinae,Vansinderenvirus_1
NC_070898,Aliceevansvirales,Aliceevansviridae,Cressidavirinae,Piorkowskivirus_1
NC_031069,Aliceevansvirales,Aliceevansviridae,Cressidavirinae,Piorkowskivirus_1
NC_031094,Aliceevansvirales,Aliceevansviridae,Cressidavirinae,Piorkowskivirus_1
NC_070899,Aliceevansvirales,Aliceevansviridae,Cressidavirinae,Piorkowskivirus_1
NC_070900,Aliceevansvirales,Aliceevansviridae,Cressidavirinae,Piorkowskivirus_1
NC_070901,Aliceevansvirales,Aliceevansviridae,Cressidavirinae,Piorkowskivirus_2
NC_031023,Aliceevansvirales,Aliceevansviridae,Cressidavirinae,Piorkowskivirus_1
NC_070717,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070700,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070698,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070680,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070704,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070714,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070661,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070726,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070667,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070703,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070668,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070684,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070720,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070673,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_002185,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070719,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070678,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070662,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070685,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070690,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070696,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070695,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070651,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070722,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070652,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070721,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070723,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070724,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070665,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070657,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070692,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070659,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070709,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070708,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070658,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070691,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070701,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070716,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070699,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070697,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070656,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070689,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070676,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070675,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070655,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070687,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070713,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070679,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070672,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_3
NC_070654,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070706,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070715,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070670,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070694,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_002072,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_000872,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070666,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070677,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070682,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070681,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070702,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070686,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070664,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070710,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070711,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070712,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070663,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070653,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070683,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070688,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070674,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070725,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070693,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070671,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070705,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_000871,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
NC_070660,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070718,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_013645,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070669,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_2
NC_070707,Aliceevansvirales,Aliceevansviridae,Callistovirinae,Moineauvirus_1
ON649702,Magrovirales_2,Aoguangviridae,Sanchovirinae,Senitvirus
OR863078,Magrovirales_2,Aoguangviridae,Sanchovirinae,Senitvirus
NC_062739,Kirjokansivirales_2,Haloferuviridae,Sanchovirinae,Dpdavirus
NC_021329,Kirjokansivirales_2,Haloferuviridae,Sanchovirinae,Dpdavirus
NC_062762,Kirjokansivirales_2,Haloferuviridae,Sanchovirinae,Dpdavirus
NC_021471,Juravirales_1,Shortaselviridae,Sanchovirinae,Lonfivirus
ON649701,Juravirales_1,Shortaselviridae,Sanchovirinae,Lonfivirus
PP497040,Adrikavirales,Suolaviridae,Sanchovirinae,Dpdavirus
NC_062761,Adrikavirales,Suolaviridae,Sanchovirinae,Dpdavirus
NC_062757,Kirjokansivirales_2,Haloferuviridae,Sanchovirinae,Dpdavirus
ON649700,Magrovirales_2,Aoguangviridae,Sanchovirinae,Senitvirus
ON649699,Juravirales_1,Sanchoviridae,Sanchovirinae,Lonfivirus
NC_042348,,Sanchoviridae,Sanchovirinae,Holosalinivirus
NC_042350,,Sanchoviridae,Sanchovirinae,Holosalinivirus
NC_042013,Pantevenvirales,Arenbergviridae,Ixbalanquévirinae,Wroclawvirus
NC_071039,Pantevenvirales,Arenbergviridae,Ixbalanquévirinae,Wroclawvirus
NC_027364,Pantevenvirales,Arenbergviridae,Xiangliuvirinae,Asteriusvirus
NC_025447,Pantevenvirales,Arenbergviridae,Xiangliuvirinae,Asteriusvirus
NC_027399,Pantevenvirales,Arenbergviridae,Xiangliuvirinae,Alcyoneusvirus
NC_019526,Pantevenvirales,Arenbergviridae,Xiangliuvirinae,Alcyoneusvirus
NC_042116,Pantevenvirales,Arenbergviridae,Xiangliuvirinae,Eneladusvirus
NC_041917,Pantevenvirales,Arenbergviridae,Xiangliuvirinae,Eneladusvirus
NC_019401,Pantevenvirales,Arenbergviridae,Xiangliuvirinae,Eneladusvirus
NC_041878,Pantevenvirales,Arenbergviridae,Xiangliuvirinae,Eneladusvirus
NC_021799,Assiduvirales,Assiduviridae,Pandiavirinae,Harrekavirus
NC_021802,Assiduvirales,Assiduviridae,Pandiavirinae,Harrekavirus
NC_062753,Assiduvirales,Assiduviridae,Haikvirinae,Harrekavirus
NC_047711,Autographivirales,Autographiviridae,Psamathevirinae,Krakvirus
NC_047707,Autographivirales,Autographiviridae,Psamathevirinae,Nohivirus
NC_047706,Autographivirales,Autographiviridae,Psamathevirinae,Nohivirus
NC_047708,Autographivirales,Autographiviridae,Psamathevirinae,Krakvirus
NC_047700,Autographivirales,Autographiviridae,Psamathevirinae,Oinezvirus
NC_047816,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Ampunavirus
NC_041912,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Aqualcavirus
NC_048055,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Aqualcavirus
NC_047743,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Ampunavirus
NC_028988,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Risjevirus
NC_029007,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Risjevirus
NC_011201,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Higashivirus
NC_022987,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Pradovirus
NC_030928,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Pradovirus
NC_047930,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Higashivirus
NC_047762,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Pradovirus
NC_047840,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Pradovirus
NC_054891,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Sukuvirus
NC_047804,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Sukuvirus
NC_022916,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Mguuvirus
NC_030937,Autographivirales,Autoscriptoviridae,Neraxisvirinae,Pradovirus
NC_041885,Autographivirales,Autoscriptoviridae,Selurianvirinae,Jiaoyazivirus
NC_022917,Autographivirales,Autoscriptoviridae,Selurianvirinae,Jiaoyazivirus
NC_048050,Autographivirales,Autotranscriptaviridae,Threxiavirinae,Chosvirus
NC_020482,Autographivirales,Autotranscriptaviridae,Threxiavirinae,Chosvirus
NC_047703,Autographivirales,Autotranscriptaviridae,Threxiavirinae,Chosvirus
NC_047705,Autographivirales,Autotranscriptaviridae,Threxiavirinae,Foussvirus
NC_047702,Autographivirales,Autotranscriptaviridae,Threxiavirinae,Pelagivirus
NC_020483,Autographivirales,Autotranscriptaviridae,Threxiavirinae,Pelagivirus
NC_047888,Autographivirales,Autotranscriptaviridae,Threxiavirinae,Gyeongsanvirus
NC_047946,Autographivirales,Autotranscriptaviridae,Threxiavirinae,Gyeongsanvirus
NC_047704,Autographivirales,Autotranscriptaviridae,Threxiavirinae,Ayaqvirus
NC_047701,Autographivirales,Autotranscriptaviridae,Threxiavirinae,Foussvirus
NC_025431,Autographivirales,Autotranscriptaviridae,Vornethvirinae,Pairvirus
NC_047738,Autographivirales,Autotranscriptaviridae,Vornethvirinae,Pairvirus
NC_024329,Autographivirales,Autotranscriptaviridae,Hairuvirinae,Lauvirus
NC_047834,Autographivirales,Autotranscriptaviridae,Ecliphravirinae,Foturvirus
NC_028812,Casjensvirales,Casjensviridae,Tritonvirinae,Lavrentievavirus
NC_048670,Casjensvirales,Casjensviridae,Tritonvirinae,Yonseivirus
NC_053011,Casjensvirales,Casjensviridae,Tritonvirinae,Gwanakrovirus
NC_052989,Casjensvirales,Casjensviridae,Tritonvirinae,Gwanakrovirus
NC_052978,Casjensvirales,Casjensviridae,Tritonvirinae,Cenphatecvirus
NC_052979,Casjensvirales,Casjensviridae,Tritonvirinae,Cenphatecvirus
NC_052981,Casjensvirales,Casjensviridae,Tritonvirinae,Lavrentievavirus
NC_052983,Casjensvirales,Casjensviridae,Tritonvirinae,Lavrentievavirus
NC_018283,Casjensvirales,Casjensviridae,Tritonvirinae,Ahduovirus
NC_048732,Casjensvirales,Casjensviridae,Tritonvirinae,Yonseivirus
NC_053013,Casjensvirales,Casjensviridae,Tritonvirinae,Ahduovirus
NC_048805,Casjensvirales,Casjensviridae,Tritonvirinae,Yonseivirus
NC_048655,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_021783,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_053010,Casjensvirales,Casjensviridae,Tritonvirinae,Redjacvirus
NC_053009,Casjensvirales,Casjensviridae,Tritonvirinae,Redjacvirus
NC_053008,Casjensvirales,Casjensviridae,Tritonvirinae,Enchivirus
NC_019524,Casjensvirales,Casjensviridae,Tritonvirinae,Enchivirus
NC_029045,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_2
NC_048632,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_2
NC_021779,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_019417,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_031930,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_052999,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_048648,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_048666,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_048727,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_048683,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_021780,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_021315,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_031228,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_053000,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_052991,Casjensvirales,Casjensviridae,Tritonvirinae,Chivirus_1
NC_053012,Casjensvirales,Casjensviridae,Tritonvirinae,Dunedinvirus
NC_052986,Casjensvirales,Casjensviridae,Namakavirinae,Sharonstreetvirus
NC_005091,Casjensvirales,Casjensviridae,Namakavirinae,Nazgulvirus
NC_018832,Casjensvirales,Casjensviridae,Namakavirinae,Newforgelanevirus
NC_053015,Casjensvirales,Casjensviridae,Namakavirinae,Newforgelanevirus
NC_052984,Casjensvirales,Casjensviridae,Namakavirinae,Sharonstreetvirus
NC_052985,Casjensvirales,Casjensviridae,Namakavirinae,Sharonstreetvirus
NC_052973,Casjensvirales,Casjensviridae,Namakavirinae,Salvovirus
NC_042345,Casjensvirales,Casjensviridae,Namakavirinae,Salvovirus
NC_042344,Casjensvirales,Casjensviridae,Namakavirinae,Salvovirus
NC_029106,Casjensvirales,Casjensviridae,Calypsovirinae,Broinstvirus
NC_020853,Casjensvirales,Casjensviridae,Calypsovirinae,Broinstvirus
NC_055839,Casjensvirales,Casjensviridae,Calypsovirinae,Broinstvirus
NC_052974,Casjensvirales,Casjensviridae,Calypsovirinae,Broinstvirus
NC_052977,Casjensvirales,Casjensviridae,Daphnisvirinae,Phobosvirus
NC_052975,Casjensvirales,Casjensviridae,Daphnisvirinae,Seodaemunguvirus
NC_052976,Casjensvirales,Casjensviridae,Daphnisvirinae,Phobosvirus
NC_048792,Chimallivirales_1,Chimalliviridae_1,Themistovirinae,Moabitevirus
NC_048668,Chimallivirales_1,Chimalliviridae_1,Themistovirinae,Moabitevirus
NC_061418,Chimallivirales_1,Chimalliviridae_1,Themistovirinae,Siatvirus
NC_061421,Chimallivirales_1,Chimalliviridae_1,Themistovirinae,Siatvirus
NC_070650,Chimallivirales_1,Chimalliviridae_1,Cruinlaghvirinae,Eowynvirus
NC_070958,Chimallivirales_1,Chimalliviridae_1,Dimidiumvirinae,Ludhianavirus
NC_070957,Chimallivirales_1,Chimalliviridae_1,Dimidiumvirinae,Ludhianavirus
NC_070956,Chimallivirales_1,Chimalliviridae_1,Dimidiumvirinae,Ludhianavirus
NC_071007,Chimallivirales_1,Chimalliviridae_1,Calibanvirinae,Chaoshanvirus
NC_070998,Chimallivirales_1,Chimalliviridae_1,Calibanvirinae,Ferozepurvirus
NC_071015,Chimallivirales_1,Chimalliviridae_1,Calibanvirinae,Nimduovirus
NC_070936,Chimallivirales_1,Chimalliviridae_1,Calibanvirinae,Nimduovirus
NC_048182,Chimallivirales_1,Chimalliviridae_1,Calibanvirinae,Petsuvirus
NC_070999,Chimallivirales_1,Chimalliviridae_1,Calibanvirinae,Ferozepurvirus
NC_070952,Chimallivirales_1,Chimalliviridae_1,Calibanvirinae,Nimduovirus
NC_004629,Chimallivirales_1,Chimalliviridae_1,Taphaovirinae,Phikzvirus
NC_042060,Chimallivirales_1,Chimalliviridae_1,Taphaovirinae,Phikzvirus
NC_042081,Chimallivirales_1,Chimalliviridae_1,Taphaovirinae,Phikzvirus
NC_070882,Chimallivirales_1,Chimalliviridae_1,Lysitheavirinae,Tepukevirus
NC_062581,Chimallivirales_1,Chimalliviridae_1,Lysitheavirinae,Tepukevirus
NC_010821,Chimallivirales_1,Chimalliviridae_1,Lysitheavirinae,Tepukevirus
NC_028999,Chimallivirales_1,Chimalliviridae_1,Lysitheavirinae,Tepukevirus
