genome_accn,genome_name,genome_length,total_proteins,taxonomy_string
NC_028789,"Bacillus phage VMY22, complete genome",18609,25,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Salasmaviridae; Mingyongvirus; Mingyongvirus VMY22
NC_028791,"Mycobacterium phage MOOREtheMARYer, complete genome",44492,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gclasvirinae; Pinnievirus; Pinnievirus moorethemaryer
NC_028792,"Mycobacterium phage Kimberlium, complete genome",56826,105,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gracegardnervirinae; Cheoctovirus; Cheoctovirus kimberlium
NC_028794,"Mycobacterium phage Piro94, complete genome",52647,94,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Turbidovirus; Turbidovirus piro94
NC_028795,"Enterobacter phage E-3, complete genome",31522,36,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Teetrevirus; Teetrevirus E3
NC_028796,"Mycobacterium phage Phayonce, complete genome",49203,77,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pclasvirinae; Phayoncevirus; Phayoncevirus phayonce
NC_028799,"Vibrio phage phi 1, complete genome",66708,110,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Pacinivirus; Pacinivirus phi1
NC_028800,"Klebsiella phage K5, complete genome",41698,46,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Przondovirus; Przondovirus K5
NC_028802,"Mycobacterium phage UnionJack, complete genome",49158,86,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Benedictvirus; Benedictvirus unionjack
NC_028803,"Mycobacterium phage OSmaximus, complete genome",69118,102,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bclasvirinae; Pegunavirus; Pegunavirus Pg1
NC_028805,"Brevibacillus phage Jenst, complete genome",126341,178,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Jenstvirus; Jenstvirus jenst
NC_028807,"Streptomyces phage SF1, complete genome",43150,52,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Sfunavirus; Sfunavirus SF1
NC_028808,"Escherichia phage SUSP1, complete genome",90743,138,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ounavirinae; Suspvirus; Suspvirus SUSP1
NC_028809,"Pseudomonas phage PaMx74, partial genome",58637,75,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pamexvirus; Pamexvirus PaMx74
NC_028812,"Proteus phage pPM_01, complete genome",58546,70,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Casjensviridae; Lavrentievavirus; Lavrentievavirus pPM01
NC_028816,"Klebsiella phage vB_KpnP_SU503, complete genome",43809,54,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Slopekvirinae; Drulisvirus; Drulisvirus SU503
NC_028818,"Streptomyces phage TP1604, complete genome",57168,71,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Woodruffvirus; Woodruffvirus TP1604
NC_028820,"Yersinia phage vB_YenM_TG1, complete genome",162101,262,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tegunavirus; Tegunavirus yenmtg1
NC_028822,"Escherichia phage P483, complete genome",40829,45,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Berlinvirus; Berlinvirus P483
NC_028825,"Escherichia phage vB_EcoM_AYO145A, complete genome",87372,131,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ounavirinae; Felixounavirus; Felixounavirus AYO145A
NC_028827,"Streptomyces phage Lannister, complete genome",50165,73,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Arquatrovirinae; Likavirus; Likavirus lannister
NC_028829,"Vibrio phage ValKK3, complete genome",248088,390,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Schizotequatrovirus; Schizotequatrovirus valkk3
NC_028830,"Lactobacillus phage iA2, complete genome",34155,50,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Iaduovirus; Iaduovirus iA2
NC_028832,"Mycobacteriophage Omnicron, complete genome",61511,95,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Weiservirinae; Kratiovirus; Kratiovirus omnicron
NC_028834,"Achromobacter phage 83-24, complete genome",48216,61,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Steinhofvirus; Steinhofvirus sv8324
NC_028835,"Lactobacillus phage CL2, complete genome",38751,60,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Colunavirus; Colunavirus CL2
NC_028836,"Pseudomonas phage DL62, complete genome",42508,55,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus DL62
NC_028838,"Clostridium phage phiCD506, complete genome",33274,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Sherbrookevirus; Sherbrookevirus CD506
NC_028840,"Escherichia phage slur09 genome assembly slu09, chromosome : 1",111751,160,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Markadamsvirinae; Tequintavirus; Tequintavirus slur09
NC_028841,"Bacteriophage Lily, complete genome",44952,74,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Lilyvirus; Lilyvirus lily
NC_028842,"Mycobacterium phage CaptainTrips, complete genome",57328,107,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gracegardnervirinae; Cheoctovirus; Cheoctovirus captaintrips
NC_028843,"Mycobacterium phage Lolly9, complete genome",75816,130,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vilmaviridae; Lclasvirinae; Lumosvirus; Lumosvirus lolly9
NC_028844,"Mycobacterium phage Phatniss, complete genome",57293,101,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gracegardnervirinae; Cheoctovirus; Cheoctovirus phatniss
NC_028846,"Mycobacterium phage ShedlockHolmes, complete genome",61081,100,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Weiservirinae; Keshuvirus; Keshuvirus shedlockholmes
NC_028847,"Enterobacteria phage QL01, complete genome",170527,275,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Dhakavirus; Dhakavirus ql01
NC_028848,"Acinetobacter phage Fri1, complete genome",41805,54,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Beijerinckvirinae; Friunavirus; Friunavirus Fri1
NC_028849,"Mycobacterium phage Luchador, complete genome",53387,96,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Luchadorvirus; Lucadorvirus luchador
NC_028850,"Yersinia phage vB_YenP_ISAO8, complete genome",41449,46,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Melnykvirinae; Aghbyvirus; Aghbyvirus ISAO8
NC_028851,"Paenibacillus phage Fern, complete genome",37995,68,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fernvirus; Fernvirus fern
NC_028854,"Bacteriophage Sitara, complete genome",43724,74,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fernvirus; Fernvirus sitara
NC_028856,"Bacillus phage Stahl, complete genome",80148,110,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Slashvirus; Slashvirus stahl
NC_028857,"Citrobacter phage Merlin, complete genome",172733,303,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Moonvirus; Moonvirus merlin
NC_028859,"Staphylococcus phage B166, complete genome",42881,64,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus B166
NC_028861,"Mycobacterium phage FlagStaff, complete genome",44576,65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gclasvirinae; Avocadovirus; Avocadovirus flagstaff
NC_028862,"Staphylococcus phage vB_SauS_phi2, complete genome",44222,61,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Triavirus; Triavirus tv2
NC_028863,"Escherichia phage P694, complete genome",40477,50,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Berlinvirus; Berlinvirus P694
NC_028864,"Staphylococcus phage phinm4, complete genome",43189,68,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus NM4
NC_028865,"Tsukamurella phage TIN2, complete genome",76964,107,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Tinduovirus; Tinduovirus TIN2
NC_028869,"Mycobacterium phage HyRo, complete genome",153714,224,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ceeclamvirinae; Bixzunavirus; Bixzunavirus hyro
NC_028870,"Klebsiella phage vB_KpnP_SU552A, complete genome",43595,54,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Slopekvirinae; Drulisvirus; Drulisvirus SU552A
NC_028872,"Escherichia phage HY02, complete genome",86252,125,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ounavirinae; Felixounavirus; Felixounavirus HY02
NC_028877,"Mycobacterium phage Larenn, complete genome",52967,92,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Turbidovirus; Turbidovirus larenn
NC_028878,"Mycobacterium phage Archie, complete genome",76271,128,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Vilmaviridae; Lclasvirinae; Faithunavirus; Faithunavirus archie
NC_028880,"Citrobacter phage phiCFP-1, complete genome",38625,43,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Studiervirinae; Teetrevirus; Teetrevirus CFP1
NC_028881,"Enterobacteria phage vB_EcoM_VR5, complete genome",170473,271,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Dhakavirus; Dhakavirus vr5
NC_028882,"Pseudomonas phage vB_PaeM_PS24, complete genome",84583,153,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Nankokuvirus; Nankokuvirus PS24
NC_028883,"Clostridium phage phiMMP01, complete genome",44461,81,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Yongloolinvirus; Yongloolinvirus MMP01
NC_028887,"Bacillus phage AvesoBmore, complete genome",167431,301,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Herelleviridae; Bastillevirinae; Bequatrovirus; Bequatrovirus avesobmore
NC_028888,"Lactobacillus phage CL1, complete genome",39474,62,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Colunavirus; Colunavirus CL1
NC_028889,"Mycobacterium phage Florinda, complete genome",59416,117,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gracegardnervirinae; Cheoctovirus; Cheoctovirus florinda
NC_028890,"Bacillus phage TsarBomba, complete genome",162486,247,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Herelleviridae; Bastillevirinae; Tsarbombavirus; Tsarbombavirus tsarbomba
NC_028892,"Streptomyces phage Caliburn, complete genome",49949,72,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Arquatrovirinae; Likavirus; Likavirus caliburn
NC_028894,"Enterobacteria phage vB_EcoM_VR20, complete genome",170336,286,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Gaprivervirus; Gaprivervirus vr20
NC_028895,"Vibrio phage phi 3, complete genome",116138,156,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Demerecviridae; Ermolyevavirinae; Jesfedecavirus; Jesfedecavirus phi3
NC_028896,"Escherichia phage pro147, complete genome",32675,44,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Peduovirus; Peduovirus pro147
NC_028897,"Mycobacterium phage Chadwick, complete genome",49421,88,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Benedictvirus; Benedictvirus chadwick
NC_028899,"Ralstonia phage RSF1 DNA, complete genome",222888,237,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Chiangmaivirus; Chiangmaivirus RSF1
NC_028900,"Lactococcus phage SL4, complete genome",28144,52,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Skunavirus; Skunavirus Sl4
NC_028903,"Escherichia phage 172-1, complete genome",77266,130,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gordonclarkvirinae; Kuravirus; Kuravirus kv1721
NC_028904,"Streptomyces phage Amela, complete genome",49452,75,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Arquatrovirinae; Camvirus; Camvirus amela
NC_028905,"Clostridium phage phiCD111, complete genome",41560,55,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Leicestervirus; Leicestervirus CD111
NC_028906,"Mycobacterium phage Toto, complete genome",75933,140,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kostyavirus; Kostyavirus toto
NC_028908,"Achromobacter phage phiAxp-3, complete genome",72825,80,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Rothmandenesvirinae; Dongdastvirus; Dongdastvirus Axp3
NC_028910,"Mycobacterium phage XFactor, complete genome",55617,95,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gracegardnervirinae; Cheoctovirus; Cheoctovirus xfactor
NC_028911,"Lactobacillus phage iLp1308, complete genome",34176,50,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Colunavirus; Colunavirus iLp1308
NC_028912,"Mycobacterium phage Swirley, complete genome",49717,87,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Benedictvirus; Benedictvirus swirley
NC_028913,"Staphylococcus phage phinm2, complete genome",43145,66,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Dubowvirus; Dubowvirus NM2
NC_028914,"Mycobacterium phage Sheen, complete genome",52927,84,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Sheenvirus; Sheenvirus Sheen
NC_028915,"Staphylococcus phage B236, complete genome",43228,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus B236
NC_028916,"Proteus phage vB_PmiP_Pm5460, complete genome",44573,53,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Molineuxvirinae; Acadevirus; Acadevirus Pm5460
NC_028917,"Staphylococcus phage 3MRA, complete genome",41931,66,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Azeredovirinae; Phietavirus; Phietavirus pv3MRA
NC_028922,"Mycobacterium phage Cambiare, complete genome",45161,67,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gclasvirinae; Avocadovirus; Avocadovirus cambiare
NC_028924,"Polaribacter phage P12002L, complete genome",48689,82,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Incheonvirus; Incheonvirus P12002L
NC_028925,"Enterobacteria phage vB_EcoM_VR25, complete genome",170822,293,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Gaprivervirus; Gaprivervirus vr25
NC_028926,"Bacillus phage Palmer, complete genome",40000,50,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pagevirus; Pagevirus palmer
NC_028927,"Escherichia phage slur02, complete genome",167298,266,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Tequatrovirus; Tequatrovirus slur02
NC_028930,"Paenibacillus phage Tripp, complete genome",54439,92,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Halcyonevirus; Halcyonevirus tripp
NC_028931,"Pseudomonas phage PaMx28, partial genome",55108,74,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pamexvirus; Pamexvirus PaMx28
NC_028933,"Pseudomonas phage PhiCHU, complete genome",45626,73,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; Bruynoghevirus CHU
NC_028934,"Mycobacterium phage Vincenzo, complete genome",72139,98,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bclasvirinae; Coopervirus; Coopervirus vincenzo
NC_028935,"Escherichia phage SUSP2, complete genome",88698,132,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Ounavirinae; Suspvirus; Suspvirus SUSP2
NC_028937,"Mycobacterium phage Ovechkin, complete genome",58338,106,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gracegardnervirinae; Cheoctovirus; Cheoctovirus ovechkin
NC_028939,"Pseudomonas phage vB_Pae_PS44, complete genome",68871,97,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus PS44
NC_028940,"Pectobacterium bacteriophage PM2, complete genome",170286,291,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Mosugukvirus; Mosugukvirus pm2
NC_028943,"Escherichia phage pro483, complete genome",29237,43,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Peduoviridae; Peduovirus; Peduovirus pro483
NC_028944,"Bacillus phage Eyuki, complete genome",162252,300,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Herelleviridae; Bastillevirinae; Wphvirus; Wphvirus megatron
NC_028945,"Sinorhizobium phage phiN3, complete genome",206713,402,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Emdodecavirus; Emdodecavirus N3
NC_028946,"Mycobacterium phage Dante, complete genome",59652,105,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Gracegardnervirinae; Cheoctovirus; Cheoctovirus dante
NC_028947,"Mycobacterium phage Kratio, complete genome",62738,99,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Weiservirinae; Kratiovirus; Kratiovirus kratio
NC_028950,"Ralstonia phage RSL2 DNA, complete sequence",223932,224,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Chiangmaivirus; Chiangmaivirus RSL2
NC_028951,"Clostridium phage phiCD481-1, complete genome",32846,54,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Sherbrookevirus; Sherbrookevirus CD4811
NC_028952,"Streptomyces phage SF3, complete genome",60934,90,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Siftrevirus; Siftrevirus SF3
NC_028955,"Prochlorococcus phage P-TIM68, complete genome",197361,246,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Kyanoviridae; Haifavirus; Haifavirus tim68
NC_028957,"Enterobacteria phage vB_EcoM_VR26, complete genome",171541,291,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Straboviridae; Tevenvirinae; Gaprivervirus; Gaprivervirus vr26
NC_028958,"Clostridium phage phiCD146, complete genome",41507,52,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Leicestervirus; Leicestervirus CD146
NC_028959,"Clostridium phage phiMMP03, complete genome",52261,93,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Yongloolinvirus; Yongloolinvirus MMP03
NC_028960,"Mycobacterium phage Theia, complete genome",51543,87,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Benedictvirus; Benedictvirus theia
